id,label
815,train
816,train
817,train
818,train
819,train
820,train
821,train
822,train
823,train
824,train
825,train
826,train
827,train
828,train
829,train
830,test
831,train
832,train
833,train
834,train
835,train
836,train
837,train
838,train
839,train
840,train
841,train
842,train
843,val
844,val
845,train
846,train
847,train
848,train
849,train
850,train
851,val
852,train
853,train
854,train
855,train
856,train
857,val
858,train
859,train
860,val
861,train
862,test
863,val
864,train
865,train
866,test
867,train
868,train
869,train
870,train
871,train
872,train
873,train
874,train
875,train
876,train
877,train
878,val
879,train
880,train
881,train
882,train
883,train
884,train
885,train
886,train
887,train
888,test
889,train
890,train
891,train
892,train
893,val
894,train
895,train
896,val
897,train
898,train
899,train
900,train
901,test
902,train
903,val
904,train
905,train
906,train
907,test
908,train
909,train
910,train
911,train
912,val
913,train
914,train
915,train
916,train
917,val
918,train
919,train
920,test
921,train
922,train
923,test
924,test
925,train
926,train
927,train
928,train
929,train
930,train
931,train
932,test
933,val
934,test
935,val
936,train
937,train
938,train
939,train
940,test
941,train
942,train
943,train
944,train
945,val
946,train
947,train
948,train
949,train
950,test
951,train
952,train
953,train
954,train
955,train
956,val
957,test
958,train
959,train
960,train
961,train
962,train
963,train
964,train
965,test
966,train
967,test
968,train
969,train
970,train
971,train
972,train
973,train
974,train
975,train
976,val
977,train
978,train
979,train
980,train
981,val
982,train
983,train
984,train
985,train
986,train
987,train
988,train
989,train
990,train
991,train
992,train
993,train
994,train
995,train
996,train
997,train
998,train
999,train
1000,train
1001,train
1002,train
1003,train
1004,train
1005,train
1006,test
1007,train
1008,train
1009,train
1010,train
1011,train
1012,test
1013,train
1014,train
1015,train
1016,train
1017,train
1018,train
1019,train
1020,train
1021,train
1022,train
1023,train
1024,val
1025,train
1026,train
1027,train
1028,train
1029,val
1030,val
1031,train
1032,train
1033,train
1034,train
1035,train
1036,train
1037,train
1038,train
1039,train
1040,train
1041,train
1042,train
1043,train
1044,train
1045,train
1046,train
1047,train
1048,train
1049,train
1050,train
1051,test
1052,val
1053,train
1054,train
1055,test
1056,train
1057,train
1058,train
1059,train
1060,train
1061,test
1062,test
1063,train
1064,train
1065,val
1066,train
1067,train
1068,train
1069,test
1070,test
1071,train
1072,train
1073,train
1074,train
1075,train
1076,train
1077,train
1078,train
1079,train
1080,train
1081,train
1082,train
1083,test
1084,train
1085,train
1086,train
1087,train
1088,train
1089,train
1090,train
1091,val
1092,train
1093,train
1094,train
1095,train
1096,train
1097,train
1098,train
1099,val
1100,val
1101,train
1102,train
1103,train
1104,train
1105,train
1106,train
1107,train
1108,val
1109,train
1110,train
1111,train
1112,train
1113,train
1114,val
1115,train
1116,test
1117,val
1118,train
1119,train
1120,train
1121,train
1122,train
1123,test
1124,train
1125,test
1126,train
1127,train
1128,train
1129,train
1130,train
1131,train
1132,train
1133,test
1134,test
1135,train
1136,train
1137,train
1138,train
1139,train
1140,train
1141,train
1142,train
1143,train
1144,train
1145,train
1146,train
1147,train
1148,train
1149,val
1150,val
1151,test
1152,train
1153,train
1154,train
1155,train
1156,train
1157,test
1158,train
1159,train
1160,train
1161,train
1162,train
1163,test
1164,test
1165,train
1166,train
1167,train
1168,train
1169,train
1170,train
1171,train
1172,train
1173,train
1174,train
1175,train
1176,val
1177,train
1178,train
1179,train
1180,test
1181,train
1182,train
1183,train
1184,train
1185,train
1186,train
1187,train
1188,train
1189,test
1190,train
1191,train
1192,train
1193,train
1194,train
1195,train
1196,train
1197,test
1198,train
1199,train
1200,train
1201,train
1202,train
1203,test
1204,test
1205,train
1206,train
1207,train
1208,train
1209,train
1210,train
1211,train
1212,train
1213,train
1214,train
1215,test
1216,train
1217,test
1218,train
1219,train
1220,test
1221,test
1222,test
1223,val
1224,train
1225,train
1226,val
1227,train
1228,test
1229,test
1230,train
1231,val
1232,train
1233,train
1234,train
1235,test
1236,train
1237,train
1238,train
1239,train
1240,train
1241,train
1242,train
1243,test
1244,val
1245,train
1246,val
1247,train
1248,test
1249,train
1250,train
1251,train
1252,train
1253,val
1254,train
1255,train
1256,train
1257,train
1258,train
1259,train
1260,train
1261,train
1262,train
1263,train
1264,train
1265,train
1266,train
1267,train
1268,val
1269,train
1270,train
1271,train
1272,train
1273,train
1274,train
1275,test
1276,train
1277,train
1278,train
1279,train
1280,train
1281,train
1282,train
1283,train
1284,train
1285,train
1286,train
1287,test
1288,train
1289,test
1290,train
1291,train
1292,train
1293,val
1294,train
1295,train
1296,test
1297,train
1298,val
1299,test
1300,val
1301,train
1302,train
1303,train
1304,val
1305,train
1306,train
1307,train
1308,train
1309,train
1310,train
1311,train
1312,train
1313,train
1314,train
1315,train
1316,val
1317,val
1318,val
1319,train
1320,train
1321,train
1322,train
1323,train
1324,train
1325,test
1326,train
1327,train
1328,train
1329,train
1330,train
1331,train
1332,test
1333,test
1334,train
1335,train
1336,train
1337,train
1338,train
1339,train
1340,train
1341,train
1342,train
1343,train
1344,train
1345,train
1346,train
1347,train
1348,test
1349,train
1350,train
1351,train
1352,train
1353,test
1354,train
1355,train
1356,train
1357,train
1358,train
1359,val
1360,train
1361,train
1362,train
1363,val
1364,train
1365,train
1366,train
1367,train
1368,train
1369,train
1370,train
1371,val
1372,train
1373,train
1374,test
1375,train
1376,train
1377,train
1378,train
1379,train
1380,train
1381,train
1382,train
1383,test
1384,train
1385,train
1386,train
1387,train
1388,train
1389,train
1390,train
1391,train
1392,test
1393,train
1394,test
1395,train
1396,val
1397,test
1398,test
1399,train
1400,train
1401,test
1402,train
1403,train
1404,train
1405,train
1406,train
1407,train
1408,train
1409,train
1410,train
1411,train
1412,train
1413,train
1414,train
1415,test
1416,val
1417,train
1418,train
1419,val
1420,train
1421,train
1422,val
1423,train
1424,train
1425,train
1426,train
1427,val
1428,train
1429,train
1430,test
1431,train
1432,train
1433,train
1434,train
1435,train
1436,train
1437,train
1438,test
1439,train
1440,train
1441,train
1442,train
1443,train
1444,train
1445,train
1446,train
1447,train
1448,train
1449,train
1450,val
1451,train
1452,train
1453,test
1454,train
1455,val
1456,train
1457,train
1458,train
1459,train
1460,train
1461,train
1462,train
1463,train
1464,train
1465,val
1466,train
1467,train
1468,test
1469,train
1470,train
1471,train
1472,test
1473,train
1474,train
1475,train
1476,test
1477,train
1478,train
1479,train
1480,train
1481,train
1482,train
1483,test
1484,train
1485,train
1486,train
1487,train
1488,train
1489,train
1490,train
1491,train
1492,val
1493,val
1494,test
1495,train
1496,train
1497,train
1498,train
1499,train
1500,train
1501,train
1502,test
1503,train
1504,test
1505,train
1506,train
1507,test
1508,train
1509,test
1510,train
1511,val
1512,train
1513,train
1514,train
1515,train
1516,train
1517,val
1518,train
1519,test
1520,train
1521,train
1522,train
1523,train
1524,train
1525,train
1526,train
1527,train
1528,train
1529,train
1530,train
1531,train
1532,test
1533,train
1534,train
1535,train
1536,val
1537,train
1538,train
1539,train
1540,train
1541,train
1542,train
1543,test
1544,train
1545,train
1546,train
1547,val
1548,train
1549,train
1550,train
1551,train
1552,train
1553,train
1554,test
1555,val
1556,train
1557,train
1558,train
1559,train
1560,train
1561,train
1562,train
1563,train
1564,train
1565,train
1566,train
1567,train
1568,train
1569,train
1570,test
1571,train
1572,train
1573,val
1574,train
1575,train
1576,train
1577,train
1578,val
1579,train
1580,train
1581,train
1582,test
1583,train
1584,train
1585,test
1586,train
1587,train
1588,train
1589,val
1590,train
1591,val
1592,val
1593,test
1594,test
1595,train
1596,train
1597,train
1598,train
1599,train
1600,train
1601,train
1602,val
1603,val
1604,train
1605,train
1606,train
1607,train
1608,train
1609,train
1610,train
1611,train
1612,train
1613,train
1614,train
1615,train
1616,train
1617,train
1618,train
1619,train
1620,train
1621,train
1622,train
1623,train
1624,train
1625,train
1626,train
1627,train
1628,train
1629,val
1630,train
1631,train
1632,test
1633,train
1634,train
1635,train
1636,train
1637,train
1638,val
1639,train
1640,train
1641,train
1642,test
1643,train
1644,train
1645,train
1646,train
1647,train
1648,train
1649,train
1650,train
1651,train
1652,train
1653,train
1654,train
1655,train
1656,train
1657,train
1658,train
1659,train
1660,train
1661,train
1662,train
1663,train
1664,train
1665,train
1666,train
1667,train
1668,train
1669,train
1670,train
1671,train
1672,train
1673,val
1674,train
1675,train
1676,train
1677,train
1678,train
1679,train
1680,test
1681,train
1682,train
1683,train
1684,train
1685,train
1686,train
1687,train
1688,train
1689,train
1690,val
1691,train
1692,train
1693,train
1694,val
1695,train
1696,train
1697,train
1698,train
1699,train
1700,train
1701,train
1702,train
1703,train
1704,train
1705,train
1706,train
1707,train
1708,train
1709,train
1710,train
1711,train
1712,train
1713,train
1714,train
1715,train
1716,train
1717,train
1718,train
1719,test
1720,train
1721,train
1722,train
1723,train
1724,test
1725,train
1726,train
1727,train
1728,val
1729,train
1730,train
1731,train
1732,train
1733,train
1734,train
1735,train
1736,train
1737,train
1738,train
1739,train
1740,train
1741,train
1742,train
1743,train
1744,train
1745,train
1746,train
1747,val
1748,train
1749,train
1750,test
1751,train
1752,train
1753,train
1754,train
1755,train
1756,train
1757,val
1758,train
1759,train
1760,train
1761,train
1762,train
1763,train
1764,test
1765,train
1766,train
1767,train
1768,train
1769,train
1770,val
1771,train
1772,train
1773,train
1774,train
1775,train
1776,train
1777,train
1778,train
1779,train
1780,train
1781,train
1782,train
1783,val
1784,test
1785,test
1786,train
1787,train
1788,train
1789,test
1790,train
1791,train
1792,test
1793,test
1794,train
1795,train
1796,train
1797,train
1798,test
1799,train
1800,train
1801,train
1802,train
1803,train
1804,train
1805,train
1806,train
1807,train
1808,train
1809,train
1810,train
1811,train
1812,val
1813,train
1814,train
1815,train
1816,train
1817,train
1818,train
1819,train
1820,train
1821,test
1822,train
1823,train
1824,train
1825,train
1826,train
1827,train
1828,train
1829,train
1830,train
1831,train
1832,train
1833,test
1834,train
1835,val
1836,train
1837,train
1838,train
1839,train
1840,val
1841,train
1842,test
1843,train
1844,val
1845,train
1846,train
1847,train
1848,train
1849,train
1850,test
1851,train
1852,train
1853,train
1854,train
1855,train
1856,train
1857,train
1858,val
1859,train
1860,train
1861,train
1862,test
1863,train
1864,val
1865,train
1866,test
1867,val
1868,train
1869,train
1870,train
1871,train
1872,train
1873,train
1874,train
1875,train
1876,train
1877,val
1878,train
1879,train
1880,train
1881,train
1882,test
1883,train
1884,train
1885,train
1886,train
1887,test
1888,train
1889,train
1890,val
1891,train
1892,val
1893,train
1894,train
1895,val
1896,train
1897,train
1898,train
1899,train
1900,train
1901,train
1902,train
1903,train
1904,train
1905,train
1906,train
1907,test
1908,train
1909,val
1910,train
1911,train
1912,test
1913,train
1914,train
1915,train
1916,train
1917,train
1918,test
1919,train
1920,train
1921,train
1922,train
1923,test
1924,train
1925,train
1926,train
1927,train
1928,test
1929,train
1930,train
1931,train
1932,val
1933,train
1934,train
1935,train
1936,train
1937,train
1938,train
1939,train
1940,train
1941,test
1942,test
1943,train
1944,train
1945,test
1946,train
1947,train
1948,train
1949,train
1950,train
1951,train
1952,train
1953,val
1954,train
1955,train
1956,val
1957,train
1958,train
1959,train
1960,train
1961,val
1962,val
1963,train
1964,train
1965,train
1966,val
1967,train
1968,test
1969,train
1970,train
1971,train
1972,train
1973,train
1974,test
1975,val
1976,test
1977,train
1978,train
1979,val
1980,train
1981,val
1982,train
1983,train
1984,train
1985,train
1986,train
1987,test
1988,train
1989,train
1990,train
1991,val
1992,train
1993,train
1994,train
1995,train
1996,train
1997,test
1998,train
1999,val
2000,train
2001,train
2002,train
2003,train
2004,train
2005,train
2006,train
2007,train
2008,val
2009,train
2010,val
2011,train
2012,train
2013,train
2014,train
2015,train
2016,train
2017,train
2018,train
2019,train
2020,train
2021,train
2022,train
2023,train
2024,train
2025,train
2026,train
2027,train
2028,train
2029,val
2030,test
2031,train
2032,train
2033,train
2034,train
2035,train
2036,test
2037,train
2038,train
2039,test
2040,test
2041,train
2042,train
2043,train
2044,train
2045,train
2046,train
2047,train
2048,train
2049,train
2050,train
2051,test
2052,train
2053,train
2054,train
2055,train
2056,train
2057,train
2058,train
2059,train
2060,train
2061,train
2062,train
2063,train
2064,train
2065,train
2066,train
2067,train
2068,train
2069,val
2070,train
2071,test
2072,train
2073,train
2074,train
2075,test
2076,train
2077,train
2078,train
2079,train
2080,train
2081,train
2082,train
2083,train
2084,train
2085,train
2086,train
2087,test
2088,val
2089,train
2090,train
2091,train
2092,train
2093,val
2094,test
2095,train
2096,train
2097,train
2098,train
2099,train
2100,train
2101,train
2102,train
2103,train
2104,train
2105,train
2106,val
2107,train
2108,train
2109,train
2110,train
2111,train
2112,train
2113,train
2114,train
2115,train
2116,train
2117,test
2118,train
2119,test
2120,train
2121,train
2122,train
2123,train
2124,train
2125,train
2126,train
2127,train
2128,train
2129,train
2130,train
2131,val
2132,train
2133,train
2134,train
2135,train
2136,train
2137,train
2138,val
2139,train
2140,train
2141,train
2142,test
2143,train
2144,train
2145,train
2146,train
2147,train
2148,test
2149,train
2150,train
2151,train
2152,train
2153,train
2154,train
2155,train
2156,val
2157,train
2158,test
2159,train
2160,train
2161,train
2162,train
2163,val
2164,test
2165,train
2166,train
2167,train
2168,train
2169,train
2170,train
2171,train
2172,train
2173,val
2174,train
2175,train
2176,val
2177,train
2178,train
2179,train
2180,train
2181,train
2182,train
2183,train
2184,train
2185,train
2186,train
2187,train
2188,train
2189,train
2190,train
2191,test
2192,train
2193,train
2194,train
2195,val
2196,train
2197,train
2198,train
2199,val
2200,test
2201,train
2202,train
2203,train
2204,train
2205,val
2206,train
2207,test
2208,train
2209,train
2210,train
2211,train
2212,train
2213,train
2214,val
2215,train
2216,test
2217,train
2218,train
2219,val
2220,train
2221,train
2222,train
2223,train
2224,train
2225,val
2226,train
2227,train
2228,train
2229,train
2230,test
2231,test
2232,train
2233,val
2234,val
2235,train
2236,train
2237,train
2238,train
2239,train
2240,train
2241,train
2242,train
2243,train
2244,train
2245,train
2246,val
2247,train
2248,train
2249,train
2250,train
2251,test
2252,train
2253,val
2254,train
2255,train
2256,train
2257,train
2258,train
2259,train
2260,train
2261,train
2262,train
2263,train
2264,train
2265,train
2266,train
2267,train
2268,train
2269,train
2270,train
2271,train
2272,train
2273,train
2274,train
2275,val
2276,train
2277,test
2278,test
2279,train
2280,val
2281,train
2282,train
2283,train
2284,train
2285,val
2286,train
2287,train
2288,test
2289,train
2290,train
2291,train
2292,train
2293,val
2294,train
2295,train
2296,train
2297,train
2298,val
2299,train
2300,val
2301,test
2302,train
2303,train
2304,train
2305,train
2306,test
2307,train
2308,train
2309,train
2310,train
2311,test
2312,train
2313,train
2314,train
2315,train
2316,test
2317,train
2318,train
2319,train
2320,train
2321,train
2322,train
2323,train
2324,train
2325,train
2326,test
2327,test
2328,train
2329,train
2330,train
2331,train
2332,train
2333,train
2334,train
2335,train
2336,train
2337,train
2338,train
2339,train
2340,train
2341,train
2342,train
2343,train
2344,test
2345,train
2346,train
2347,train
2348,train
2349,test
2350,test
2351,train
2352,train
2353,train
2354,val
2355,train
2356,train
2357,train
2358,train
2359,train
2360,train
2361,test
2362,val
2363,train
2364,train
2365,train
2366,train
2367,train
2368,val
2369,train
2370,train
2371,val
2372,val
2373,train
2374,train
2375,train
2376,train
2377,train
2378,train
2379,train
2380,train
2381,test
2382,train
2383,train
2384,train
2385,train
2386,train
2387,train
2388,train
2389,train
2390,train
2391,train
2392,train
2393,train
2394,val
2395,val
2396,test
2397,train
2398,train
2399,train
2400,train
2401,train
2402,train
2403,train
2404,train
2405,train
2406,train
2407,train
2408,test
2409,train
2410,train
2411,train
2412,train
2413,val
2414,train
2415,train
2416,test
2417,train
2418,train
2419,test
2420,train
2421,val
2422,train
2423,train
2424,test
2425,val
2426,train
2427,val
2428,test
2429,test
2430,test
2431,val
2432,train
2433,train
2434,train
2435,train
2436,train
2437,train
2438,val
2439,train
2440,train
2441,train
2442,val
2443,train
2444,train
2445,train
2446,train
2447,val
2448,train
2449,train
2450,train
2451,val
2452,train
2453,val
2454,train
2455,train
2456,test
2457,train
2458,test
2459,train
2460,train
2461,train
2462,val
2463,test
2464,train
2465,train
2466,train
2467,train
2468,test
2469,train
2470,train
2471,val
2472,val
2473,test
2474,test
2475,train
2476,train
2477,val
2478,val
2479,train
2480,train
2481,train
2482,train
2483,val
2484,val
2485,train
2486,train
2487,train
2488,val
2489,train
2490,train
2491,train
2492,train
2493,train
2494,val
2495,train
2496,train
2497,train
2498,val
2499,train
2500,train
2501,train
2502,train
2503,train
2504,train
2505,train
2506,train
2507,train
2508,train
2509,train
2510,val
2511,train
2512,test
2513,train
2514,train
2515,train
2516,train
2517,train
2518,train
2519,val
2520,train
2521,val
2522,val
2523,val
2524,train
2525,test
2526,val
2527,train
2528,train
2529,test
2530,train
2531,train
2532,val
2533,train
2534,test
2535,train
2536,train
2537,train
2538,test
2539,train
2540,train
2541,val
2542,train
2543,train
2544,train
2545,train
2546,train
2547,train
2548,train
2549,train
2550,train
2551,train
2552,test
2553,val
2554,train
2555,train
2556,train
2557,test
2558,train
2559,train
2560,train
2561,train
2562,train
2563,val
2564,train
2565,train
2566,train
2567,train
2568,val
2569,train
2570,train
2571,train
2572,train
2573,train
2574,train
2575,train
2576,val
2577,train
2578,train
2579,test
2580,val
2581,val
2582,val
2583,train
2584,train
2585,val
2586,train
2587,train
2588,train
2589,test
2590,train
2591,train
2592,test
2593,test
2594,train
2595,train
2596,train
2597,train
2598,train
2599,train
2600,train
2601,train
2602,train
2603,train
2604,train
2605,val
2606,train
2607,train
2608,train
2609,train
2610,train
2611,train
2612,test
2613,train
2614,train
2615,train
2616,train
2617,train
2618,train
2619,train
2620,train
2621,train
2622,train
2623,train
2624,train
2625,train
2626,train
2627,train
2628,train
2629,train
2630,train
2631,train
2632,train
2633,val
2634,train
2635,train
2636,train
2637,train
2638,val
2639,train
2640,train
2641,train
2642,train
2643,val
2644,test
2645,train
2646,train
2647,train
2648,train
2649,train
2650,train
2651,train
2652,train
2653,train
2654,test
2655,train
2656,train
2657,train
2658,train
2659,train
2660,train
2661,train
2662,train
2663,train
2664,val
2665,train
2666,train
2667,train
2668,train
2669,train
2670,train
2671,test
2672,val
2673,train
2674,train
2675,val
2676,train
2677,train
2678,train
2679,test
2680,test
2681,val
2682,train
2683,train
2684,train
2685,train
2686,train
2687,train
2688,train
2689,train
2690,val
2691,train
2692,test
2693,val
2694,train
2695,train
2696,train
2697,train
2698,train
2699,train
2700,train
2701,train
2702,test
2703,train
2704,val
2705,train
2706,train
2707,train
2708,train
2709,train
2710,train
2711,train
2712,train
2713,train
2714,train
2715,train
2716,train
2717,train
2718,train
2719,train
2720,train
2721,train
2722,train
2723,val
2724,train
2725,train
2726,train
2727,train
2728,train
2729,train
2730,train
2731,train
2732,train
2733,train
2734,test
2735,train
2736,val
2737,train
2738,train
2739,val
2740,train
2741,train
2742,train
2743,train
2744,train
2745,train
2746,train
2747,train
2748,train
2749,train
2750,train
2751,train
2752,train
2753,train
2754,train
2755,train
2756,train
2757,train
2758,test
2759,train
2760,train
2761,train
2762,train
2763,train
2764,train
2765,train
2766,train
2767,train
2768,train
2769,train
2770,train
2771,train
2772,train
2773,train
2774,train
2775,train
2776,val
2777,train
2778,train
2779,train
2780,train
2781,train
2782,test
2783,train
2784,train
2785,train
2786,train
2787,test
2788,test
2789,train
2790,val
2791,train
2792,test
2793,train
2794,train
2795,train
2796,train
2797,train
2798,train
2799,train
2800,train
2801,train
2802,train
2803,train
2804,train
2805,train
2806,train
2807,train
2808,train
2809,train
2810,test
2811,train
2812,train
2813,val
2814,train
2815,train
2816,train
2817,train
2818,train
2819,train
2820,train
2821,test
2822,val
2823,train
2824,train
2825,train
2826,train
2827,train
2828,train
2829,train
2830,train
2831,train
2832,train
2833,train
2834,train
2835,train
2836,train
2837,train
2838,train
2839,train
2840,train
2841,train
2842,train
2843,train
2844,train
2845,test
2846,train
2847,train
2848,train
2849,train
2850,train
2851,test
2852,train
2853,train
2854,train
2855,train
2856,test
2857,train
2858,train
2859,train
2860,train
2861,val
2862,train
2863,val
2864,test
2865,train
2866,train
2867,train
2868,train
2869,train
2870,test
2871,train
2872,test
2873,train
2874,train
2875,train
2876,train
2877,train
2878,train
2879,test
2880,train
2881,test
2882,train
2883,train
2884,train
2885,train
2886,test
2887,train
2888,val
2889,train
2890,train
2891,test
2892,train
2893,train
2894,val
2895,val
2896,test
2897,train
2898,train
2899,val
2900,train
2901,train
2902,train
2903,train
2904,train
2905,train
2906,train
2907,train
2908,train
2909,train
2910,train
2911,train
2912,train
2913,train
2914,train
2915,train
2916,train
2917,train
2918,train
2919,train
2920,train
2921,test
2922,train
2923,train
2924,train
2925,train
2926,train
2927,train
2928,train
2929,train
2930,train
2931,train
2932,test
2933,train
2934,train
2935,train
2936,train
2937,train
2938,train
2939,train
2940,train
2941,train
2942,train
2943,train
2944,train
2945,val
2946,train
2947,train
2948,val
2949,train
2950,train
2951,train
2952,train
2953,train
2954,train
2955,train
2956,train
2957,train
2958,train
2959,train
2960,train
2961,train
2962,train
2963,train
2964,train
2965,train
2966,val
2967,train
2968,train
2969,train
2970,val
2971,val
2972,train
2973,train
2974,train
2975,train
2976,train
2977,val
2978,test
2979,train
2980,val
2981,train
2982,train
2983,train
2984,train
2985,train
2986,test
2987,train
2988,test
2989,train
2990,train
2991,train
2992,train
2993,train
2994,train
2995,train
2996,train
2997,train
